timestamp,cylinder_number,customer,job_number,grain_screened,proof_on_ctd_ink,blade_mfg,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humidity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,band_type
1991-01-14,i337,childcraft,37000,True,True,benton,uncoated,uncoated,False,line,True,woodhoe70,815,9,catalog,northus,1910.0,65.0,43.0,0.2,16.0,68.0,0.75,30.0,15.5,1750.0,48.5,35.9,0.0,0.0,3.0,1.0,38.0,40.0,106.6,100.0,noband
1991-01-11,x352,Hanover House,35539,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,2,tabloid,northus,1911.0,50.0,50.0,0.367,14.0,80.0,0.75,40.0,10.5,1700.0,52.6,36.8,0.0,0.0,2.5,1.0,38.0,40.0,105.0,100.0,band
1991-01-17,x67,Hanover House,35539,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,northus,1911.0,50.0,50.0,0.3,15.0,70.0,1.0,30.0,10.0,1600.0,50.0,40.0,0.0,0.0,2.8,1.0,38.0,40.0,106.66,100.0,band
1991-01-25,x817,guideposts,23052,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,northus,1911.0,40.0,45.0,0.3,14.5,70.0,0.625,25.0,0.0,1500.0,59.5,40.5,0.0,0.0,2.0,1.0,40.0,40.0,100.0,100.0,band
1991-01-17,x273,Hanover House,35539,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,2,tabloid,northus,1911.0,50.0,43.0,0.267,16.0,75.0,1.0,20.0,15.8,1600.0,49.5,34.7,0.0,0.0,2.5,1.0,38.0,40.0,103.22,100.0,noband
1991-01-03,f108,modmat,47201,,True,benton,coated,coated,False,line,False,motter70,813,9,catalog,northus,1911.0,,45.0,0.233,15.0,87.0,1.0,,0.0,1400.0,62.5,37.5,0.0,0.0,2.5,1.0,40.0,40.0,103.22,100.0,band
1991-01-29,f237,Home Shopping,38064,False,True,benton,coated,coated,False,line,False,motter70,813,5,catalog,canadian,1911.0,30.0,45.0,0.2,14.0,65.0,,,0.0,1600.0,62.5,37.5,0.0,0.0,2.5,0.8,33.0,40.0,100.0,100.0,noband
1991-01-29,f267,Home Shopping,38064,False,True,benton,coated,coated,False,line,False,motter70,813,1,catalog,canadian,1911.0,30.0,45.0,0.2,15.5,65.0,,,5.9,1600.0,58.8,35.3,0.0,0.0,2.5,1.8,33.0,40.0,100.0,100.0,noband
1991-01-23,s21,uscav,35521,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,5,catalog,canadian,1910.0,60.0,38.0,0.267,16.4,64.0,0.75,,11.0,1400.0,54.9,34.1,0.0,0.0,2.5,1.0,32.0,40.0,103.22,100.0,noband
1991-01-23,f492,uscav,35521,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,1,catalog,canadian,1911.0,60.0,38.0,0.333,16.5,66.0,0.75,,6.7,1400.0,56.2,37.1,0.0,0.0,1.1,1.4,32.0,40.0,103.22,100.0,noband
1991-01-30,x799,colortile,37571,False,True,benton,coated,coated,False,naptha,False,motter94,824,2,tabloid,canadian,1911.0,50.0,45.0,0.233,16.0,70.0,0.8125,30.0,0.0,2400.0,58.8,41.2,0.0,0.0,1.7,1.0,30.0,40.0,107.4,100.0,noband
1991-01-30,x823,colortile,35751,False,True,benton,coated,coated,False,naptha,True,motter94,824,9,tabloid,canadian,1911.0,40.0,45.0,0.2,15.0,76.0,0.8125,30.0,0.0,2400.0,62.5,37.5,0.0,0.0,1.0,1.0,30.0,40.0,107.4,100.0,noband
1991-01-17,x163,wards,37340,False,True,benton,coated,coated,False,line,True,motter94,824,2,tabloid,canadian,1911.0,30.0,43.0,0.2,16.3,70.0,0.8125,25.0,1.2,2200.0,58.1,40.7,4.0,0.0,2.0,1.0,30.0,40.0,96.875,100.0,noband
1991-01-27,o4,target,35816,False,True,benton,coated,coated,False,line,True,motter94,827,2,spiegel,canadian,1911.0,40.0,41.0,0.2,15.8,72.0,1.0,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,1.0,30.0,40.0,107.4,100.0,band
1991-01-31,e84,kmart,37352,False,True,benton,coated,coated,False,line,True,motter94,827,9,tabloid,scandinavian,1911.0,40.0,42.0,0.2,14.5,74.0,1.0,25.0,8.0,2100.0,57.5,34.5,0.0,0.0,2.3,0.7,35.0,40.0,107.4,100.0,band
1991-02-01,e81,kmart,37352,False,True,benton,coated,coated,False,line,True,motter94,827,9,tabloid,scandinavian,1911.0,45.0,42.0,0.2,14.0,70.0,1.0,20.0,8.0,1850.0,57.5,34.5,0.0,0.0,2.0,0.7,35.0,40.0,107.4,100.0,band
1991-01-30,e72,kmart,37352,False,True,benton,uncoated,coated,False,line,True,motter94,827,9,tabloid,scandinavian,1911.0,50.0,45.0,0.3,15.0,76.0,1.0,30.0,8.0,2150.0,57.5,34.5,0.0,0.0,2.5,1.0,35.0,40.0,107.4,100.0,noband
1991-01-30,e310,kmart,37352,False,True,benton,uncoated,coated,False,line,True,motter94,827,2,tabloid,scandinavian,1911.0,50.0,45.0,0.3,15.2,72.0,1.0,25.0,5.9,2150.0,58.8,35.3,0.0,0.0,2.5,1.0,35.0,40.0,107.4,100.0,noband
1991-02-01,x29,woolworth,37080,False,True,benton,coated,coated,False,line,False,motter94,828,2,tabloid,canadian,1911.0,35.0,42.0,,15.0,75.0,0.75,30.0,0.0,2100.0,58.8,41.2,0.0,0.0,2.0,0.8,30.0,40.0,107.4,100.0,band
1991-01-18,x292,ames,37157,False,True,benton,coated,coated,False,line,False,motter94,828,2,tabloid,canadian,1910.0,30.0,45.0,0.233,17.0,70.0,0.75,35.0,0.0,2200.0,58.8,41.2,0.0,0.0,2.5,1.0,33.0,40.0,106.45,100.0,band
1991-02-06,j9,kmart,37352,False,True,benton,uncoated,coated,False,line,True,woodhoe70,815,2,tabloid,northus,1911.0,37.5,44.0,0.2,16.0,90.0,0.75,28.0,20.0,2050.0,45.0,35.0,0.0,0.0,2.4,0.8,35.0,40.0,107.4,100.0,noband
1991-02-06,j582,kmart,37352,False,True,benton,uncoated,coated,False,line,True,woodhoe70,815,9,tabloid,northus,1911.0,37.5,44.0,0.2,16.5,91.0,0.75,30.0,21.7,2050.0,43.5,34.8,0.0,0.0,2.7,0.8,35.0,40.0,107.4,100.0,noband
1991-02-06,x141,tvguide,25507,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,2,tabloid,,1911.0,45.0,44.0,0.267,14.1,78.0,0.625,22.0,7.6,1510.0,54.3,38.0,0.0,0.0,2.5,0.7,34.0,40.0,114.28,100.0,noband
1991-02-06,x818,tvguide,25507,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,,1910.0,40.0,44.0,0.2,14.0,69.0,0.625,20.0,8.5,1510.0,53.2,38.3,2.0,0.0,2.5,0.9,34.0,40.0,110.0,100.0,noband
1991-02-08,v376,woolworth,37080,False,True,benton,coated,coated,False,line,False,motter94,828,2,tabloid,,1911.0,40.0,47.0,0.333,17.0,78.0,0.75,35.0,0.0,2400.0,58.8,41.2,4.0,0.0,2.5,1.0,30.0,40.0,100.0,100.0,band
1991-02-11,m254,Abbey Press,27490,False,True,benton,coated,coated,False,line,True,motter70,813,1,catalog,,1911.0,30.0,42.0,0.2,15.4,64.0,0.875,,0.0,1425.0,63.0,37.0,0.0,0.0,1.0,1.3,34.0,40.0,107.4,100.0,noband
1991-02-15,r5,target,35811,False,True,benton,coated,coated,False,line,True,woodhoe70,815,2,spiegel,canadian,1910.0,45.0,38.0,,15.0,80.0,0.625,30.0,7.0,1600.0,58.1,34.9,0.0,0.0,2.5,1.5,30.0,40.0,103.22,100.0,band
1991-01-13,j33,belk,35334,True,True,benton,uncoated,uncoated,False,line,True,woodhoe70,816,2,tabloid,,1911.0,40.0,43.0,0.267,16.0,96.0,1.0,28.0,0.0,1500.0,58.8,41.2,2.0,0.0,3.0,0.8,40.0,40.0,103.12,100.0,noband
1991-02-13,j43,belk,35334,True,True,benton,uncoated,uncoated,False,line,True,woodhoe70,816,9,tabloid,northus,1911.0,32.5,43.0,0.2,15.0,82.0,1.0,31.0,7.6,1500.0,54.3,38.0,4.0,0.0,2.5,1.0,40.0,40.0,103.12,100.0,noband
1991-02-12,i357,sears,37869,False,True,benton,uncoated,coated,False,line,True,woodhoe70,815,9,catalog,northus,1911.0,37.5,44.0,0.3,15.0,85.0,0.75,34.0,0.0,1400.0,62.5,37.5,0.0,0.0,2.8,1.0,28.0,40.0,103.12,100.0,noband
1991-02-12,i353,sears,37869,False,True,benton,uncoated,coated,False,line,True,woodhoe70,815,2,catalog,northus,1910.0,35.0,44.0,0.3,16.0,80.0,1.0,32.0,7.0,1400.0,58.1,34.9,0.0,0.0,3.0,1.0,28.0,40.0,103.12,100.0,noband
1991-02-11,m254,Abbey Press,27490,False,True,benton,coated,coated,False,line,True,motter70,813,1,catalog,northus,1911.0,30.0,42.0,0.2,15.4,64.0,0.875,,0.0,1425.0,61.7,38.3,0.0,0.0,1.0,1.3,34.0,40.0,107.4,100.0,noband
1991-02-14,x291,roses,35752,False,True,benton,coated,coated,False,line,True,motter94,824,9,tabloid,canadian,1910.0,50.0,43.0,0.2,16.0,82.0,0.875,30.0,0.0,2270.0,55.6,44.4,12.0,0.0,2.0,1.0,30.0,40.0,103.22,100.0,noband
1991-02-14,x129,roses,35752,False,True,benton,coated,coated,False,line,True,motter94,824,2,tabloid,canadian,1910.0,50.0,43.0,0.3,16.3,80.0,0.8125,30.0,0.0,2270.0,55.6,44.4,12.0,0.0,1.5,1.5,30.0,40.0,103.22,100.0,noband
1991-02-14,x297,JCPenney,35794,False,True,benton,uncoated,coated,False,line,True,motter94,827,2,tabloid,northus,1911.0,60.0,43.0,0.267,15.8,57.0,0.75,24.0,1.2,1480.0,58.1,40.7,0.0,0.0,1.4,1.7,33.0,40.0,103.12,100.0,noband
1991-02-14,x146,JCPenney,35794,False,True,benton,uncoated,coated,False,line,True,motter94,827,9,tabloid,northus,1911.0,52.5,43.0,0.233,16.6,58.0,0.75,20.0,7.9,1480.0,56.2,36.0,0.0,0.0,1.7,0.7,33.0,40.0,103.12,100.0,noband
1991-02-13,x129,roses,35752,False,True,benton,coated,coated,False,line,True,motter94,824,2,tabloid,,1910.0,50.0,43.0,0.3,17.0,87.0,0.8125,35.0,0.0,2300.0,58.8,41.2,0.0,0.0,1.3,0.7,30.0,40.0,103.22,100.0,noband
1991-02-15,e303,cenpurch,37441,False,True,benton,coated,coated,False,line,True,motter94,821,2,tabloid,canadian,1911.0,25.0,38.0,0.2,13.0,75.0,0.625,25.0,0.0,1600.0,57.5,42.5,0.0,0.0,2.5,0.85,30.0,40.0,103.12,100.0,noband
1991-02-15,e68,cenpurch,37441,False,True,benton,coated,coated,False,line,True,motter94,821,7,tabloid,canadian,1911.0,25.0,38.0,0.233,14.0,70.0,0.625,25.0,0.0,1600.0,58.8,41.2,5.0,0.0,1.7,0.9,30.0,40.0,103.12,100.0,noband
1991-02-21,j42,kmart,37354,False,True,benton,uncoated,uncoated,False,line,True,woodhoe70,816,9,tabloid,scandinavian,1911.0,40.0,46.0,0.333,15.9,78.0,0.5,34.0,2.4,2000.0,61.0,36.6,0.0,0.0,2.4,1.3,35.0,40.0,103.22,100.0,noband
1991-02-23,x53,belk,35335,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,northus,1911.0,45.0,41.0,0.333,17.0,78.0,0.75,16.0,14.1,1100.0,50.5,35.4,0.0,0.0,2.5,1.0,50.0,40.0,96.97,100.0,band
1991-02-23,x821,belk,37335,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,northus,1911.0,47.5,41.0,0.233,16.5,72.0,0.75,20.0,14.1,1300.0,50.5,35.4,4.0,0.0,2.5,1.0,50.0,40.0,96.97,100.0,band
1991-02-20,x118,toysrus,35870,False,False,benton,coated,coated,False,line,False,motter94,824,2,tabloid,canadian,1910.0,40.0,46.0,0.2,15.0,68.0,0.75,28.0,0.0,1700.0,58.8,41.2,0.0,0.0,1.0,1.0,33.0,40.0,103.22,100.0,noband
1991-02-20,x826,toysrus,35870,False,False,benton,coated,coated,False,line,False,motter94,824,9,tabloid,canadian,1911.0,40.0,46.0,0.267,16.5,68.0,0.875,25.0,0.0,1700.0,58.8,41.2,0.0,0.0,1.0,1.0,33.0,40.0,103.125,100.0,noband
1991-02-16,r23,target,35811,False,True,benton,coated,coated,False,line,True,woodhoe70,815,9,spiegel,canadian,1911.0,40.0,35.0,0.233,18.0,85.0,0.625,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,0.9,30.0,40.0,103.125,100.0,noband
1991-02-13,x291,roses,35752,False,True,benton,coated,coated,False,line,True,motter94,824,9,tabloid,canadian,1910.0,50.0,43.0,0.2,17.0,84.0,,35.0,0.0,2300.0,55.6,44.4,0.0,0.0,2.0,0.8,30.0,40.0,103.22,100.0,noband
1991-02-15,i354,sears,37869,False,True,benton,uncoated,coated,False,line,True,albert70,802,7,catalog,northus,1911.0,35.0,38.0,0.4,12.0,62.0,0.75,46.0,4.7,1400.0,58.8,36.5,0.0,0.0,2.0,1.0,28.0,40.0,103.125,100.0,noband
1991-02-15,i358,sears,37869,False,True,benton,uncoated,coated,False,line,True,albert70,802,2,catalog,northus,1911.0,35.0,38.0,0.433,16.0,70.0,0.75,50.0,0.0,1400.0,62.5,37.5,0.0,0.0,2.8,1.5,28.0,40.0,103.125,100.0,noband
1991-02-20,x760,tvguide,25509,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,northus,1911.0,50.0,46.0,0.2,14.6,60.0,0.625,25.0,10.5,1750.0,52.6,36.8,2.0,0.0,2.4,0.8,28.0,40.0,96.97,100.0,band
1991-03-04,e26,kmart,37386,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,southus,1910.0,40.0,47.0,0.333,24.5,78.0,0.875,30.0,8.8,2100.0,54.9,36.3,16.0,0.0,2.3,1.0,40.0,40.0,100.0,100.0,band
1991-03-03,e84,kmart,37386,True,True,benton,uncoated,uncoated,False,line,False,motter94,827,9,tabloid,southus,,40.0,47.0,0.35,14.43,76.0,0.75,16.0,7.2,2000.0,51.5,41.2,1.0,0.0,2.7,1.4,40.0,40.0,100.0,100.0,band
1991-03-01,e69,kmart,37386,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,southus,1910.0,40.0,39.0,0.233,15.0,77.0,0.75,20.0,9.4,2000.0,52.1,38.5,0.0,0.0,2.5,1.0,40.0,40.0,103.22,100.0,noband
1991-03-01,e77,kmart,37386,True,True,benton,uncoated,uncoated,False,line,True,motter94,827,9,tabloid,southus,1910.0,40.0,39.0,0.2,15.0,79.0,0.75,20.0,11.8,2000.0,49.0,39.2,0.0,0.0,2.5,1.0,40.0,40.0,103.22,100.0,noband
1991-03-09,e83,kmart,37386,,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,southus,1911.0,,43.0,0.267,14.2,68.0,0.75,18.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,1.2,40.0,40.0,106.45,100.0,band
1991-03-06,e67,kmart,37386,,True,benton,uncoated,uncoated,False,line,True,motter94,827,2,tabloid,southus,1910.0,,48.0,0.233,14.0,80.0,0.75,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,,,40.0,40.0,109.67,100.0,band
1991-03-11,e83,kmart,27386,,True,benton,uncoated,uncoated,False,line,False,motter94,827,2,tabloid,southus,1911.0,,40.0,0.267,16.4,72.0,1.0,26.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.5,1.0,40.0,40.0,106.45,100.0,band
1991-03-11,x791,kmart,37386,True,True,benton,uncoated,uncoated,False,line,True,motter94,824,9,tabloid,southus,1911.0,40.0,40.0,0.35,18.5,85.0,0.5625,30.0,0.0,1900.0,62.5,37.5,4.0,0.0,1.8,1.4,40.0,40.0,106.45,100.0,band
1991-02-27,e90,kmart,37254,False,True,benton,uncoated,coated,False,line,True,motter94,821,7,tabloid,,1911.0,42.5,41.0,0.3,14.0,70.0,0.625,20.0,2.3,1750.0,57.5,40.0,4.0,0.0,2.5,0.7,35.0,40.0,96.97,100.0,noband
1991-03-02,x271,eckerd,35457,False,True,benton,coated,coated,False,line,True,motter94,828,9,tabloid,canadian,1910.0,35.0,39.0,0.2,16.2,84.0,1.0,30.0,0.0,2100.0,62.5,37.5,4.0,0.0,2.0,0.9,30.0,40.0,94.117,100.0,noband
1991-03-07,f308,modmat,47202,False,True,benton,coated,uncoated,False,line,True,motter70,813,9,catalog,northus,1910.0,35.0,45.0,0.3,14.1,65.0,1.0,,0.0,1500.0,59.5,40.5,0.0,0.0,2.6,1.0,40.0,40.0,109.67,100.0,noband
1991-03-08,t281,modmat,47202,False,True,benton,uncoated,uncoated,False,xylol,True,albert70,802,2,catalog,northus,1910.0,50.0,43.0,0.333,14.02,68.0,0.75,56.0,7.4,1800.0,53.2,39.4,0.0,0.5,3.0,1.3,40.0,40.0,109.67,100.0,noband
1991-03-07,f067,modmat,47202,False,True,benton,uncoated,uncoated,False,line,True,woodhoe70,816,2,catalog,northus,1910.0,67.5,45.0,0.2,15.5,80.0,0.5,34.0,16.3,1683.0,43.5,40.2,6.0,0.0,2.5,1.0,40.0,40.0,109.67,100.0,noband
1991-03-10,x405,ames,37163,False,True,benton,coated,coated,False,line,True,motter94,821,2,tabloid,canadian,1910.0,55.0,37.0,0.267,16.0,75.0,0.625,20.0,5.6,1850.0,55.6,38.9,0.0,0.0,0.8,0.75,33.0,40.0,109.67,100.0,noband
1991-02-27,e91,kmart,37354,False,True,benton,uncoated,coated,False,line,True,motter94,821,2,tabloid,,1911.0,42.5,41.0,0.2,14.0,80.0,0.625,20.0,7.4,1750.0,53.2,39.4,0.0,0.0,2.1,0.9,35.0,40.0,96.97,100.0,noband
1991-03-07,f615,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,1,catalog,northus,1910.0,52.5,45.0,0.2,15.3,72.0,0.75,,12.4,1600.0,51.5,36.1,0.0,0.0,2.5,1.0,40.0,40.0,109.67,100.0,noband
1991-03-07,f510,modmat,47202,False,True,benton,coated,uncoated,False,line,True,motter70,813,10,catalog,northus,1910.0,35.0,45.0,0.2,15.2,63.0,1.0,,0.0,1500.0,59.5,40.5,0.0,0.0,2.3,0.9,40.0,40.0,109.67,100.0,noband
1991-03-07,f670,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,5,catalog,northus,1910.0,52.5,45.0,0.233,16.0,68.0,0.75,,0.0,1600.0,58.8,41.2,4.0,0.0,2.3,0.8,40.0,40.0,109.67,100.0,noband
1991-03-17,e310,kmart,37355,False,True,benton,uncoated,coated,False,line,True,woodhoe70,816,9,tabloid,,1910.0,49.0,43.0,0.35,14.5,74.0,0.75,23.0,9.1,1900.0,56.8,34.1,2.0,0.0,0.7,0.2,35.0,40.0,103.22,100.0,band
1991-03-14,f670,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,5,catalog,northus,1910.0,52.5,37.0,0.233,14.0,73.0,0.75,,9.6,1600.0,53.2,37.2,0.0,0.0,2.3,1.0,40.0,40.0,109.67,100.0,noband
1991-03-09,m402,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,9,catalog,northus,1910.0,52.5,43.0,0.267,15.1,76.0,0.5,31.0,6.6,1650.0,54.9,38.5,0.0,0.0,2.5,1.5,40.0,40.0,109.67,100.0,noband
1991-03-16,x18,kmart,37355,False,True,benton,uncoated,coated,False,line,True,motter94,828,9,tabloid,scandinavian,1910.0,40.0,44.0,0.2,16.1,78.0,0.9375,30.0,5.6,1800.0,55.6,38.9,0.0,0.0,2.0,1.0,35.0,40.0,103.22,100.0,noband
1991-03-14,f615,modmat,47202,True,True,benton,uncoated,uncoated,False,line,True,motter70,813,1,catalog,northus,,52.5,37.0,0.2,15.0,66.0,0.75,,13.3,1600.0,55.6,42.2,0.0,0.0,2.4,0.8,40.0,40.0,100.0,100.0,noband
1991-03-18,f310,kmart,37355,False,True,benton,uncoated,coated,False,line,True,motter94,827,2,tabloid,,1910.0,40.0,43.0,0.35,16.5,72.0,0.625,20.0,9.1,2000.0,56.8,34.1,4.0,0.0,2.5,0.5,35.0,40.0,103.22,100.0,noband
1991-03-18,f72,kmart,37355,False,True,benton,uncoated,coated,False,line,True,motter94,827,9,tabloid,,1910.0,40.0,43.0,0.35,16.1,70.0,0.625,20.0,11.1,2000.0,55.6,33.3,4.0,0.0,1.8,0.9,35.0,40.0,103.22,100.0,noband
1991-03-19,x308,roses,35753,False,True,benton,coated,coated,False,line,True,motter94,824,9,tabloid,canadian,1910.0,40.0,43.0,0.267,16.0,80.0,0.5625,30.0,5.6,1900.0,55.6,38.9,0.0,0.0,2.2,1.3,30.0,40.0,103.22,100.0,noband
1991-03-19,x720,tvguide,25513,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,northus,1911.0,45.0,45.0,,14.7,75.0,0.625,30.0,15.0,1734.0,50.0,35.0,2.0,0.0,1.5,0.6,34.0,40.0,103.22,100.0,band
1991-03-22,g404,JCPenney,38051,False,True,benton,uncoated,coated,False,line,True,woodhoe70,816,2,tabloid,,,60.0,49.0,0.333,14.9,77.0,0.75,27.0,0.0,1650.0,58.8,41.2,0.0,0.0,2.5,0.7,33.0,40.0,103.33,100.0,noband
1991-03-25,x798,tvguide,25514,True,True,benton,uncoated,uncoated,False,line,False,motter94,821,7,tabloid,,1910.0,55.0,49.0,0.267,12.5,70.0,0.625,30.0,5.6,1750.0,55.6,38.9,0.0,0.0,2.5,0.9,34.0,40.0,106.66,100.0,band
1991-03-20,x160,tvguide,25513,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,2,tabloid,,1911.0,45.0,45.0,,15.1,75.0,0.625,20.0,15.0,1750.0,50.0,35.0,0.0,0.0,1.6,0.9,34.0,40.0,103.22,100.0,noband
1991-03-22,g416,JCPenney,38051,False,True,benton,uncoated,coated,False,line,True,woodhoe70,816,9,tabloid,,1910.0,55.0,49.0,0.2,15.6,74.0,0.75,24.0,0.0,1650.0,58.8,41.2,0.0,0.0,2.5,1.7,33.0,40.0,103.33,100.0,noband
1991-03-23,x350,kmart,37355,False,True,benton,coated,coated,False,line,True,motter94,828,2,tabloid,,1911.0,40.0,49.0,0.233,15.3,74.0,1.0,34.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.2,1.0,35.0,40.0,100.0,100.0,noband
1991-03-23,x264,kmart,37355,False,True,benton,coated,coated,False,line,True,motter94,828,9,tabloid,,1911.0,40.0,49.0,0.233,16.8,78.0,0.9375,30.0,0.0,2000.0,62.5,37.5,0.0,0.0,2.4,0.9,35.0,40.0,100.0,100.0,noband
1991-04-02,x838,tvguide,25515,True,True,benton,uncoated,uncoated,False,line,True,motter94,821,7,tabloid,northus,1911.0,42.5,46.0,0.3,14.0,77.0,0.625,42.0,15.8,1850.0,49.5,34.6,8.0,0.0,1.5,0.8,34.0,40.0,100.0,100.0,band
1991-04-04,x89,woolworth,37081,False,False,benton,coated,coated,False,line,True,motter94,828,1,tabloid,canadian,1911.0,35.0,44.0,0.2,15.5,100.0,0.875,30.0,0.0,2200.0,53.2,46.8,0.0,0.0,0.0,0.0,30.0,40.0,100.0,100.0,band
1991-03-30,x102,belk,35534,True,True,benton,uncoated,uncoated,False,line,False,motter94,827,2,tabloid,northus,1910.0,42.0,44.0,0.3,15.0,80.0,1.25,20.0,16.7,1300.0,49.0,34.3,0.0,0.0,2.5,0.2,40.0,40.0,110.0,100.0,noband
1991-03-30,x830,belk,35534,True,True,benton,uncoated,uncoated,False,line,False,motter94,827,9,tabloid,northus,1910.0,45.0,44.0,0.3,15.5,75.0,1.25,20.0,14.1,1300.0,50.5,35.4,0.0,0.0,2.5,1.5,40.0,40.0,110.0,100.0,noband
1991-04-05,x118,roses,35754,False,True,benton,coated,coated,False,line,True,motter94,824,2,tabloid,canadian,1910.0,50.0,43.0,0.3,16.0,70.0,0.8125,30.0,3.4,2400.0,56.8,39.8,0.0,0.0,2.5,0.8,30.0,40.0,103.125,100.0,noband
